Dialogue ID,Character Name,Dialogue,Topic
1820,Albus Dumbledore,"Curiously, Lucius, several of them were under the impression that you would curse their families, if they did not agree to suspend me in the first place.",threats
3102,Albus Dumbledore,Three of our champions have now faced their dragons and so each one of them will proceed to the next task. And now our fourth and final contestant.,strategy
4973,Albus Dumbledore,Is there anything in that box you ought not to have?,hogwarts academics
7261,Albus Dumbledore,"Do not ignore me, Severus. Was it not you who told me of Lord Voldemort's plan to have the Malfoy boy murder me?",threats
4889,Albus Dumbledore,"Once there was a young man who, like you, sat in this very Hall. Walked this castle's corridors. Slept beneath its roof.  He seemed, to all the world, a student like any other.  His name? Tom Riddle. The Hall goes utterly silent.",threats
3381,Albus Dumbledore,"In the maze you'll find not dragons or creatures of the deep. Instead you'll face something more challenging. You see, people change in the maze. Oh find the cup if you can, but be very weary you could just lose yourselves along the way.",mentoring
1447,Albus Dumbledore,"No, Harry. I do not think it was you But I must ask you, is there something you wish to tell me?",social dynamics
7358,Albus Dumbledore,"Actually, if I think about it... it doesn't seem curious at all.",strategy
4157,Albus Dumbledore,"It's fine. Now listen to me, Harry. Keep studying Occlumency! Do everything Professor Snape tells you.",threats
4697,Albus Dumbledore,"Welcome to the charming village of Budleigh Babberton, Harry.  I assume right about now you're wondering why I've brought you here, am I right?",strategy
5646,Albus Dumbledore,"You are not an assassin, Draco.",mentoring
5308,Albus Dumbledore,I suspect he is ashamed of it.,social dynamics
4539,Albus Dumbledore,"I understand how you feel, Harry--",social dynamics
4135,Albus Dumbledore,"Again, I cannot have you manhandling my students, Professor Umbridge.",hogwarts academics
4149,Albus Dumbledore,But I do. You seem to be laboring under the delusion that I would 'come quietly.',threats
4734,Albus Dumbledore,"You'll not be going back to Little Whinging tonight, Harry.",strategy
7250,Albus Dumbledore,"Sometimes we see what we expect to see, Severus. Other teachers indicate the boy is modest, likeable and while no prodigy, possesses above-average gifts. Personally, I find him rather engaging.",mentoring
4564,Albus Dumbledore,"During your Occulumency lessons, Professor Snape discovered that you were dreaming about the door in the Department of Mysteries.",strategy
7342,Albus Dumbledore,"Oh yes. We are in King's Cross, you say? I think, should you so decide, you would be able to, let's say, board a train.",mentoring
4932,Albus Dumbledore,"Good evening, Harry.  You got my message, I see.  Come, come.  Sit.",strategy
5539,Albus Dumbledore,"Oh he succeeded.  And not just once.  Think, Harry.  He's just told us.",strategy
4595,Albus Dumbledore,That was not the only place the Prophesy is preserved.,strategy
4109,Albus Dumbledore,...the Ministry can only appoint new teachers if I cannot find one. I think you will find him suitable enough.,hogwarts academics
1541,Albus Dumbledore,"It is not wise to be wandering around this late hour, Tom.",hogwarts academics
4158,Albus Dumbledore,"Close your mind! You will understand, in time. Fudge is stirring.",threats
4062,Albus Dumbledore,"Many of our previous headmasters and mistresses have portraits in other institutions, allowing them to move between them.",magic
4943,Albus Dumbledore,"Forgive me, Harry, I...",social dynamics
4579,Albus Dumbledore,He didn't hate Kreacher himself. Kreacher was a reminder to Sirius of the home he had always hated.,social dynamics
1799,Albus Dumbledore,And there is sufficient evidence to have you both expelled.,hogwarts academics
5614,Albus Dumbledore,Make it stop... Please... make it stop...,threats
7331,Albus Dumbledore,"You will have to forgive me, Harry. You see... I didn't trust",social dynamics
1610,Albus Dumbledore,"I want it understood, Cornelius, that Hagrid has my full confidence.",hogwarts academics
4127,Albus Dumbledore,"Again, quite correct. However, I wonder if you have any evidence that proves this group has been meeting since then?",strategy
4585,Albus Dumbledore,"Perhaps not. But she took you in, however grudgingly. As long as you can call your Aunt's house your home, you are protected.",mentoring
2604,Albus Dumbledore,"I do, Miss Granger. But the word of three 13-year-old wizards will convince few others. A child's voice, however honest and true... is meaningless to those who have forgotten how to listen. Mysterious thing, time. Powerful... and when meddled with, dangerous. Sirius Black is in the topmost cell of the Dark Tower. You know the laws, Miss Granger. You must not be seen. And you would do well, I feel, to return before this last chime. If not, the consequences are too ghastly to discuss. If you succeed tonight... more than one innocent life may be spared. Three turns should do it, I think. Oh, and by the way. When in doubt, I find retracing my steps to be a wise place to begin. Good luck.",strategy
5311,Albus Dumbledore,I asked you to get to know Professor Slughorn and you've done so.,strategy
1796,Albus Dumbledore,"You both realize, of course, that in the past few hours you have broken perhaps a dozen school rules?",hogwarts academics
5393,Albus Dumbledore,"This appears to be a gift, Horace. You don't by chance remember who gave you this bottle, do you -- which by the way possesses remarkably subtle hints of licorice and cherry when not polluted with poison.",strategy
4586,Albus Dumbledore,"And now we come to the moment of terrible truth, the moment I have dreaded for fifteen years. The moment when I must lay another burden atop your already straining shoulders.",strategy
4547,Albus Dumbledore,You do care. You care so much you feel like you will bleed to death because of it.,social dynamics
598,Albus Dumbledore,"Yes...and no. It shows us nothing more or less than the deepest, most desperate desires of our hearts. Now you, who have never known your family, you see them standing beside you. But remember this, Harry. This mirror gives us neither knowledge or truth. Men have wasted away in front of it, even gone mad. That is why tomorrow it will be moved to a new home, and I must ask you not to go looking for it again. It does not do to dwell on dreams, Harry, and forget to live.",mentoring
4607,Albus Dumbledore,"There is only the end of the prophesy which we haven't addressed. It states ""neither can live while the other survives.""",strategy
3465,Albus Dumbledore,Are you alright Alastor?,social dynamics
4976,Albus Dumbledore,"Thievery is not tolerated at Hogwarts.  At Hogwarts, you will be taught not only how to use magic, but to control it. Understood? I'll be going now, Tom.  Leave your window open tonight.  An owl will bring you a message.  Read it carefully.",hogwarts academics
3101,Albus Dumbledore,Very well. Good luck champions. Mr Diggory the sound of the cannon...,hogwarts academics
7327,Albus Dumbledore,I was going to ask you that. Where would you say that we are?,strategy
4962,Albus Dumbledore,Hogwarts is not a place for mad people.,hogwarts academics
4551,Albus Dumbledore,"I daresay I can. And if you actually do attack me with that wand, Harry, I'm afraid to say you will regret it.",threats
1802,Albus Dumbledore,"Therefore, it is only fitting, that you both receive Special Awards for Services to the School.",hogwarts academics
1617,Albus Dumbledore,"Well, what exactly is it that you want with me?",strategy
3479,Albus Dumbledore,"I never liked these curtains. Set them on fire in my fourth year, by accident of course. I put you in terrible danger this year Harry I'm sorry.",threats
4061,Albus Dumbledore,Raise the alarm. We must make sure Arthur is found by the right people.,threats
4057,Albus Dumbledore,Is Arthur seriously injured?,social dynamics
1810,Albus Dumbledore,"It's true, Harry. You possess many of the qualities that Voldemort himself prizes. Determination, resourcefulness, and if I may say so, a certain disregard for the rules. Why then did the Sorting Hat place you in Gryffindor?",mentoring
4566,Albus Dumbledore,"Yes. Voldemort has been obsessed with hearing that prophesy since he returned. Because of your scar, what he was obsessed with, you were obsessed with, in the form of dreams.",strategy
865,Albus Dumbledore,"Love, Harry, love.  Ah. Bertie Bott's Every Flavor Beans. I was most unfortunate in my youth to come across a vomit flavored one, and since then I have lost my liking for them. But I think I could be safe with a nice toffee... Mm. Alas. Earwax.",mentoring
4948,Albus Dumbledore,I am not family.  But his name has been known to me since birth.,strategy
4691,Albus Dumbledore,I once knew a Muggle girl from Liverpool with hair like spun silk.  No light could resist it...,social dynamics
7268,Albus Dumbledore,"On the night Lord Voldemort went to Godric's Hollow to kill Harry, and Lily Potter cast herself between them, the curse rebounded. When that happened, a part of Lord Voldemort's soul latched itself onto the only living thing it could find: Harry himself.",threats
4063,Albus Dumbledore,"Fawkes, we will need a warning.",strategy
5606,Albus Dumbledore,"You remember the condition on which I brought you with me? This potion might paralyze me.  It might cause me to forget why I'm here.  It might create so much pain I beg for relief.  You are not to indulge these requests, Harry.  It is your job to make sure I keep drinking this potion even if you have to force it down my throat.  Understood?",strategy
4731,Albus Dumbledore,"You are talented, famous and powerful -- everything Horace values.  Professor Slughorn is going to try to collect you, Harry.  You would be his crowning jewel.  That is why he is returning to Hogwarts.  And it is crucial he return...",strategy
5389,Albus Dumbledore,"Quick thinking on your part, Harry.  Using a Bezoar.  You must be very proud of your student, eh, Horace?",hogwarts academics
4575,Albus Dumbledore,Sirius was tending to the wounds when you called.,social dynamics
4941,Albus Dumbledore,I notice you spend a great deal of time with Miss Granger.  One can't help but wonder if --,social dynamics
3364,Albus Dumbledore,"He was sent to Azkaban. Destroyed Barty to do it. But he had no choice, the evidence was overwhelming. Why do you ask?",threats
2959,Albus Dumbledore,"Don't let him know though, he must be anxious enough as it is... knowing what lies ahead. Then again, we all are.",social dynamics
3368,Albus Dumbledore,"I think it's unwise for you to linger over these dreams Harry, I think it's best that you simply...",mentoring
5568,Albus Dumbledore,"Whether it has or hasn't is irrelevant.  I will not negotiate this with you, Severus.  You agreed.  There's nothing more to discuss.",social dynamics
5586,Albus Dumbledore,"This is the place.  Oh yes, this place has known magic. Where you stand, Harry, Tom Riddle once stood many, many years ago, when he was but a poor orphan boy with a penchant for cruelty...",mentoring
7332,Albus Dumbledore,"I feared that you would make the same mistake I made, that you would be intoxicated by the power the Hallows promise their possessor. But I crave your pardon, Harry. It's clear to me now, as it should have been all along, that you are the better man.",mentoring
4981,Albus Dumbledore,Did I know that I had just met the most dangerous Dark Wizard of all time?  No.  Had I...,threats
7361,Albus Dumbledore,"Of course it is happening inside your head, Harry. But why should that mean that it is not real?",mentoring
863,Albus Dumbledore,"Ah, I'm afraid there are ways in which he can return. Harry, do you know why Professor Quirrell couldn't bear to have you touch him?  It was because of your mother. She sacrificed herself for you, and that kind of act leaves a mark.  No, no, this kind of mark cannot be seen. It lives in your very skin.",threats
2861,Albus Dumbledore,"Now we're all settled in and sorted, I'd like to make an announcement. This castle will not only be your home this year but home to some very special guests as well. You see Hogwarts has been choosen...",hogwarts academics
4599,Albus Dumbledore,"Interestingly, there were two boys whom the prophesy could have been referring to. You and Neville Longbottom.",strategy
2675,Albus Dumbledore,I don't think the minister's suggesting you had anything to do with this. How could you? You've been with us all the time.,social dynamics
